"begdate","enddate","pressconf","scheduled","document","url"
1991-09-13,1991-09-13,0,0,"Transcript (187 KB PDF)","/monetarypolicy/files/FOMC19910913confcall.pdf"
1991-10-01,1991-10-01,0,1,"Record of Policy Actions (728 KB PDF)","/monetarypolicy/files/fomcropa19911001.pdf"
1991-10-30,1991-10-30,0,0,"Transcript (752 KB PDF)","/monetarypolicy/files/FOMC19911030confcall.pdf"
1991-11-05,1991-11-05,0,1,"Record of Policy Actions (808 KB PDF)","/monetarypolicy/files/fomcropa19911105.pdf"
1991-12-02,1991-12-02,0,0,"Transcript (672 KB PDF)","/monetarypolicy/files/FOMC19911202confcall.pdf"
1991-12-17,1991-12-17,0,1,"Record of Policy Actions (847 KB PDF)","/monetarypolicy/files/fomcropa19911217.pdf"
1992-01-09,1992-01-09,0,0,"Transcript (716 KB PDF)","/monetarypolicy/files/FOMC19920109confcall.pdf"
1992-02-04,1992-02-05,0,1,"Record of Policy Actions (1.07 MB PDF)","/monetarypolicy/files/fomcropa19920205.pdf"
1992-03-11,1992-03-11,0,0,"Transcript (965 KB PDF)","/monetarypolicy/files/FOMC19920311confcall.pdf"
1992-03-31,1992-03-31,0,1,"Record of Policy Actions (783 KB PDF)","/monetarypolicy/files/fomcropa19920331.pdf"
1992-05-19,1992-05-19,0,1,"Record of Policy Actions (748 KB PDF)","/monetarypolicy/files/fomcropa19920519.pdf"
1992-06-30,1992-07-01,0,1,"Record of Policy Actions (995 KB PDF)","/monetarypolicy/files/fomcropa19920701.pdf"
1992-07-02,1992-07-02,0,0,"Transcript (121 KB PDF)","/monetarypolicy/files/FOMC19920702confcall.pdf"
1992-08-18,1992-08-18,0,1,"Record of Policy Actions (754 KB PDF)","/monetarypolicy/files/fomcropa19920818.pdf"
1992-10-06,1992-10-06,0,1,"Record of Policy Actions (742 KB PDF)","/monetarypolicy/files/fomcropa19921006.pdf"
1992-11-17,1992-11-17,0,1,"Record of Policy Actions (826 KB PDF)","/monetarypolicy/files/fomcropa19921117.pdf"
1992-12-14,1992-12-14,0,0,"Transcript (310 KB PDF)","/monetarypolicy/files/FOMC19921214confcall.pdf"
1992-12-22,1992-12-22,0,1,"Record of Policy Actions (742 KB PDF)","/monetarypolicy/files/fomcropa19921222.pdf"
1993-01-06,1993-01-06,0,0,"Transcript (614 KB PDF)Presentation materials (414 KB PDF)","/monetarypolicy/files/FOMC19930106confcall.pdf"
1993-02-02,1993-02-03,0,1,"Minutes","/fomc/MINUTES/1993/19930203min.htm"
1993-02-18,1993-02-18,0,0,"Transcript (989 KB PDF)","/monetarypolicy/files/FOMC19930218confcall.pdf"
1993-03-01,1993-03-01,0,0,"Transcript (328 KB PDF)","/monetarypolicy/files/FOMC19930301confcall.pdf"
1993-03-23,1993-03-23,0,1,"Minutes","/fomc/MINUTES/1993/19930323min.htm"
1993-05-18,1993-05-18,0,1,"Minutes","http://www.federalreserve.gov/fomc/MINUTES/1993/19930518min.htm"
1993-07-06,1993-07-07,0,1,"Minutes","/fomc/MINUTES/1993/19930707min.htm"
1993-08-17,1993-08-17,0,1,"Minutes","/fomc/MINUTES/1993/19930817min.htm"
1993-09-21,1993-09-21,0,1,"Minutes","/fomc/MINUTES/1993/19930921min.htm"
1993-10-05,1993-10-05,0,0,"Transcript (977 KB PDF)Presentation materials (74 KB PDF)","/monetarypolicy/files/FOMC19931005confcall.pdf"
1993-10-15,1993-10-15,0,0,"Transcript (1.69 MB PDF)","/monetarypolicy/files/FOMC19931015confcall.pdf"
1993-10-22,1993-10-22,0,0,"Transcript (755 KB PDF)Presentation materials (95 KB PDF)","/monetarypolicy/files/FOMC19931022confcall.pdf"
1993-11-09,1993-11-09,0,0,"Transcript (932 KB PDF)","/monetarypolicy/files/FOMC19931109confcall.pdf"
1993-11-10,1993-11-10,0,0,"Transcript (466 KB PDF)","/monetarypolicy/files/FOMC19931110confcall.pdf"
1993-11-16,1993-11-16,0,1,"Minutes","/fomc/MINUTES/1993/19931116min.htm"
1993-12-21,1993-12-21,0,1,"Minutes","/fomc/MINUTES/1993/19931221min.htm"
1994-02-03,1994-02-04,0,1,"Statement","/fomc/19940204default.htm"
1994-02-28,1994-02-28,0,0,"Transcript (943 KB PDF)","/monetarypolicy/files/FOMC19940228confcall.pdf"
1994-03-22,1994-03-22,0,1,"Statement","/fomc/19940322default.htm"
1994-03-24,1994-03-24,0,0,"Transcript (279 KB PDF)","/monetarypolicy/files/FOMC19940324confcall.pdf"
1994-04-18,1994-04-18,0,0,"Statement","/fomc/19940418default.htm"
1994-05-17,1994-05-17,0,1,"Statement","/fomc/19940517default.htm"
1994-07-05,1994-07-06,0,1,"Minutes","/fomc/MINUTES/1994/19940706min.htm"
1994-07-20,1994-07-20,0,0,"Transcript (934 KB PDF)","/monetarypolicy/files/FOMC19940720confcall.pdf"
1994-08-16,1994-08-16,0,1,"Statement","/fomc/19940816default.htm"
1994-09-27,1994-09-27,0,1,"Minutes","/fomc/MINUTES/1994/19940927min.htm"
1994-11-15,1994-11-15,0,1,"Statement","/fomc/19941115default.htm"
1994-12-20,1994-12-20,0,1,"Minutes","/fomc/MINUTES/1994/19941220min.htm"
1994-12-30,1994-12-30,0,0,"Minutes","http://www.federalreserve.gov/fomc/minutes/1994/19941220min.htm#december30"
1995-01-13,1995-01-13,0,0,"Transcript (611 KB PDF)","/monetarypolicy/files/FOMC19950113confcall.pdf"
1995-01-31,1995-02-01,0,1,"Statement","/fomc/19950201default.htm"
1995-03-10,1995-03-10,0,0,"Transcript (967 KB PDF)","/monetarypolicy/files/FOMC19950310confcall.pdf"
1995-03-28,1995-03-28,0,1,"Minutes","/fomc/MINUTES/1995/19950328min.htm"
1995-04-28,1995-04-28,0,0,"Transcript (579 KB PDF)","/monetarypolicy/files/FOMC19950428confcall.pdf"
1995-05-23,1995-05-23,0,1,"Minutes","/fomc/MINUTES/1995/19950523min.htm"
1995-07-05,1995-07-06,0,1,"Statement","/fomc/19950706default.htm"
1995-08-22,1995-08-22,0,1,"Minutes","/fomc/MINUTES/1995/19950822min.htm"
1995-09-26,1995-09-26,0,1,"Minutes","/fomc/MINUTES/1995/19950926min.htm"
1995-11-15,1995-11-15,0,1,"Minutes","/fomc/MINUTES/1995/19951115min.htm"
1995-12-19,1995-12-19,0,1,"Statement","/fomc/19951219default.htm"
1996-01-30,1996-01-31,0,1,"Statement","/fomc/19960131DEFAULT.htm"
1996-03-26,1996-03-26,0,1,"Minutes","/fomc/minutes/19960326.htm"
1996-05-21,1996-05-21,0,1,"Minutes","/fomc/minutes/19960521.htm"
1996-07-02,1996-07-03,0,1,"Minutes","/fomc/minutes/19960702.htm"
1996-08-20,1996-08-20,0,1,"Minutes","/fomc/minutes/19960820.htm"
1996-09-24,1996-09-24,0,1,"Minutes","/fomc/minutes/19960924.htm"
1996-11-13,1996-11-13,0,1,"Minutes","/fomc/minutes/19961113.htm"
1996-12-17,1996-12-17,0,1,"Minutes","/fomc/minutes/19961217.htm"
1997-02-04,1997-02-05,0,1,"Minutes","/fomc/minutes/19970204.htm"
1997-03-25,1997-03-25,0,1,"Statement","/boarddocs/press/general/1997/19970325/"
1997-05-20,1997-05-20,0,1,"Minutes","/fomc/minutes/19970520.htm"
1997-07-01,1997-07-02,0,1,"Minutes","/fomc/minutes/19970701.htm"
1997-08-19,1997-08-19,0,1,"Minutes","/fomc/minutes/19970819.htm"
1997-09-30,1997-09-30,0,1,"Minutes","/fomc/minutes/19970930.htm"
1997-11-12,1997-11-12,0,1,"Minutes","/fomc/minutes/19971112.htm"
1997-12-16,1997-12-16,0,1,"Minutes","/fomc/minutes/19971216.htm"
1998-02-03,1998-02-04,0,1,"Minutes","/fomc/minutes/19980203.htm"
1998-03-31,1998-03-31,0,1,"Minutes","/fomc/minutes/19980331.htm"
1998-05-19,1998-05-19,0,1,"Minutes","/fomc/minutes/19980519.htm"
1998-06-30,1998-07-01,0,1,"Minutes","/fomc/minutes/19980630.htm"
1998-08-18,1998-08-18,0,1,"Minutes","/fomc/minutes/19980818.htm"
1998-09-21,1998-09-21,0,0,"Transcript (582 KB PDF)","/monetarypolicy/files/FOMC19980921confcall.pdf"
1998-09-29,1998-09-29,0,1,"Statement","/boarddocs/press/general/1998/19980929/"
1998-10-15,1998-10-15,0,0,"Statement","/boarddocs/press/general/1998/19981015/"
1998-11-17,1998-11-17,0,1,"Statement","/boarddocs/press/general/1998/19981117/"
1998-12-22,1998-12-22,0,1,"Minutes","/fomc/minutes/19981222.htm"
1999-02-02,1999-02-03,0,1,"Minutes","/fomc/minutes/19990202.htm"
1999-03-30,1999-03-30,0,1,"Minutes","/fomc/minutes/19990330.htm"
1999-05-18,1999-05-18,0,1,"Statement","/boarddocs/press/general/1999/19990518/"
1999-06-29,1999-06-30,0,1,"Statement","/boarddocs/press/general/1999/19990630/"
1999-08-24,1999-08-24,0,1,"Statement","/boarddocs/press/general/1999/19990824/"
1999-10-05,1999-10-05,0,1,"Statement","/boarddocs/press/general/1999/19991005/"
1999-11-16,1999-11-16,0,1,"Statement","/boarddocs/press/general/1999/19991116/"
1999-12-21,1999-12-21,0,1,"Statement","/boarddocs/press/general/1999/19991221/"
2000-02-01,2000-02-02,0,1,"Statement","/boarddocs/press/general/2000/20000202/"
2000-03-21,2000-03-21,0,1,"Statement","/boarddocs/press/general/2000/20000321/"
2000-05-16,2000-05-16,0,1,"Statement","/boarddocs/press/general/2000/20000516/"
2000-06-27,2000-06-28,0,1,"Statement","/boarddocs/press/general/2000/20000628/"
2000-08-22,2000-08-22,0,1,"Statement","/boarddocs/press/general/2000/20000822/"
2000-10-03,2000-10-03,0,1,"Statement","/boarddocs/press/general/2000/20001003/"
2000-11-15,2000-11-15,0,1,"Statement","/boarddocs/press/general/2000/20001115/"
2000-12-19,2000-12-19,0,1,"Statement","/boarddocs/press/general/2000/20001219/"
2001-01-03,2001-01-03,0,0,"Statement","/boarddocs/press/general/2001/20010103/"
2001-01-30,2001-01-31,0,1,"Statement","/boarddocs/press/general/2001/20010131/"
2001-03-20,2001-03-20,0,1,"Statement","/boarddocs/press/general/2001/20010320/"
2001-04-11,2001-04-11,0,0,"Minutes","/fomc/minutes/20010320.htm#Min_20010418"
2001-04-18,2001-04-18,0,0,"Statement","/boarddocs/press/general/2001/20010418/"
2001-05-15,2001-05-15,0,1,"Statement","/boarddocs/press/general/2001/20010515/"
2001-06-26,2001-06-27,0,1,"Statement","/boarddocs/press/general/2001/20010627/"
2001-08-21,2001-08-21,0,1,"Statement","/boarddocs/press/general/2001/20010821/"
2001-09-13,2001-09-13,0,0,"Minutes","/fomc/minutes/20010821.htm#Min_20010913"
2001-09-17,2001-09-17,0,0,"Statement","/boarddocs/press/general/2001/20010917/"
2001-10-02,2001-10-02,0,1,"Statement","/boarddocs/press/general/2001/20011002/"
2001-11-06,2001-11-06,0,1,"Statement","/boarddocs/press/general/2001/20011106/"
2001-12-11,2001-12-11,0,1,"Statement","/boarddocs/press/general/2001/20011211/"
2002-01-29,2002-01-30,0,1,"Statement","/boarddocs/press/general/2002/20020130/"
2002-03-19,2002-03-19,0,1,"Statement","/boarddocs/press/general/2002/20020319/"
2002-05-07,2002-05-07,0,1,"Statement","/boarddocs/press/monetary/2002/20020507/"
2002-06-25,2002-06-26,0,1,"Statement","/boarddocs/press/monetary/2002/20020626/"
2002-08-13,2002-08-13,0,1,"Statement","/boarddocs/press/monetary/2002/20020813/"
2002-09-24,2002-09-24,0,1,"Statement","/boarddocs/press/monetary/2002/20020924/"
2002-11-06,2002-11-06,0,1,"Statement","/boarddocs/press/monetary/2002/20021106/"
2002-12-10,2002-12-10,0,1,"Statement","/boarddocs/press/monetary/2002/20021210/"
2003-01-28,2003-01-29,0,1,"Statement","/boarddocs/press/monetary/2003/20030129/default.htm"
2003-03-18,2003-03-18,0,1,"Statement","/boarddocs/press/monetary/2003/20030318/default.htm"
2003-03-25,2003-03-25,0,0,"Minutes","http://www.federalreserve.gov/fomc/minutes/20030318.htm#March2003minutes"
2003-04-01,2003-04-01,0,0,"Minutes","http://www.federalreserve.gov/fomc/minutes/20030318.htm#March2003minutes"
2003-04-08,2003-04-08,0,0,"Minutes","http://www.federalreserve.gov/fomc/minutes/20030318.htm#March2003minutes"
2003-04-16,2003-04-16,0,0,"Minutes","http://www.federalreserve.gov/fomc/minutes/20030318.htm#March2003minutes"
2003-05-06,2003-05-06,0,1,"Statement","/boarddocs/press/monetary/2003/20030506/default.htm"
2003-06-24,2003-06-25,0,1,"Statement","/boarddocs/press/monetary/2003/20030625/default.htm"
2003-08-12,2003-08-12,0,1,"Statement","/boarddocs/press/monetary/2003/20030812/default.htm"
2003-09-15,2003-09-15,0,0,"Minutes","http://www.federalreserve.gov/fomc/minutes/20030812.htm#August2003minutes"
2003-09-16,2003-09-16,0,1,"Statement","/boarddocs/press/monetary/2003/20030916/default.htm"
2003-10-28,2003-10-28,0,1,"Statement","/boarddocs/press/monetary/2003/20031028/default.htm"
2003-12-09,2003-12-09,0,1,"Statement","/boarddocs/press/monetary/2003/20031209/default.htm"
2004-01-27,2004-01-28,0,1,"Statement","/boarddocs/press/monetary/2004/20040128/default.htm"
2004-03-16,2004-03-16,0,1,"Statement","/boarddocs/press/monetary/2004/20040316/default.htm"
2004-05-04,2004-05-04,0,1,"Statement","/boarddocs/press/monetary/2004/20040504/default.htm"
2004-06-29,2004-06-30,0,1,"Statement","/boarddocs/press/monetary/2004/20040630/default.htm"
2004-08-10,2004-08-10,0,1,"Statement","/boarddocs/press/monetary/2004/20040810/default.htm"
2004-09-21,2004-09-21,0,1,"Statement","/boarddocs/press/monetary/2004/20040921/default.htm"
2004-11-10,2004-11-10,0,1,"Statement","/boarddocs/press/monetary/2004/20041110/default.htm"
2004-12-14,2004-12-14,0,1,"Statement","/boarddocs/press/monetary/2004/20041214/default.htm"
2005-02-01,2005-02-02,0,1,"Statement","/boarddocs/press/monetary/2005/20050202/default.htm"
2005-03-22,2005-03-22,0,1,"Statement","/boarddocs/press/monetary/2005/20050322/default.htm"
2005-05-03,2005-05-03,0,1,"Statement","/boarddocs/press/monetary/2005/20050503/default.htm"
2005-06-29,2005-06-30,0,1,"Statement","/boarddocs/press/monetary/2005/20050630/default.htm"
2005-08-09,2005-08-09,0,1,"Statement","/boarddocs/press/monetary/2005/20050809/default.htm"
2005-09-20,2005-09-20,0,1,"Statement","/boarddocs/press/monetary/2005/20050920/"
2005-11-01,2005-11-01,0,1,"Statement","/boarddocs/press/monetary/2005/20051101/"
2005-12-13,2005-12-13,0,1,"Statement","/boarddocs/press/monetary/2005/20051213/"
2006-01-31,2006-01-31,0,1,"Statement","/newsevents/press/monetary/20060131a.htm"
2006-03-27,2006-03-28,0,1,"Statement","/newsevents/press/monetary/20060328a.htm"
2006-05-10,2006-05-10,0,1,"Statement","/newsevents/press/monetary/20060510a.htm"
2006-06-28,2006-06-29,0,1,"Statement","/newsevents/press/monetary/20060629a.htm"
2006-08-08,2006-08-08,0,1,"Statement","/newsevents/press/monetary/20060808a.htm"
2006-09-20,2006-09-20,0,1,"Statement","/newsevents/press/monetary/20060920a.htm"
2006-10-24,2006-10-25,0,1,"Statement","/newsevents/press/monetary/20061025a.htm"
2006-12-12,2006-12-12,0,1,"Statement","/newsevents/press/monetary/20061212a.htm"
2007-01-30,2007-01-31,0,1,"Statement","/newsevents/press/monetary/20070131a.htm"
2007-03-20,2007-03-21,0,1,"Statement","/newsevents/press/monetary/20070321a.htm"
2007-05-09,2007-05-09,0,1,"Statement","/newsevents/press/monetary/20070509a.htm"
2007-06-27,2007-06-28,0,1,"Statement","/newsevents/press/monetary/20070618a.htm"
2007-08-07,2007-08-07,0,1,"Statement","/newsevents/press/monetary/20070807a.htm"
2007-08-10,2007-08-10,0,0,"Statement","/newsevents/press/monetary/20070810a.htm"
2007-08-16,2007-08-16,0,0,"Statement","/newsevents/press/monetary/20070817b.htm"
2007-09-18,2007-09-18,0,1,"Statement","/newsevents/press/monetary/20070918a.htm"
2007-10-30,2007-10-31,0,1,"Statement","/newsevents/press/monetary/20071031a.htm"
2007-12-06,2007-12-06,0,0,"Minutes: See end of minutes of December 11 meeting",NA
2007-12-11,2007-12-11,0,1,"Statement","/newsevents/press/monetary/20071211a.htm"
2008-01-09,2008-01-09,0,0,"Minutes: See end of minutes of January 29/30 meeting",NA
2008-01-21,2008-01-21,0,0,"Statement","/newsevents/press/monetary/20080122b.htm"
2008-01-29,2008-01-30,0,1,"Statement","/newsevents/press/monetary/20080130a.htm"
2008-03-10,2008-03-10,0,0,"Statement","/newsevents/press/monetary/20080311a.htm"
2008-03-18,2008-03-18,0,1,"Statement","/newsevents/press/monetary/20080318a.htm"
2008-04-29,2008-04-30,0,1,"Statement","/newsevents/press/monetary/20080430a.htm"
2008-06-24,2008-06-25,0,1,"Statement","/newsevents/press/monetary/20080625a.htm"
2008-07-24,2008-07-24,0,0,"Minutes: See end of minutes of August 5 meeting",NA
2008-08-05,2008-08-05,0,1,"Statement","/newsevents/press/monetary/20080805a.htm"
2008-09-16,2008-09-16,0,1,"Statement","/newsevents/press/monetary/20080916a.htm"
2008-09-29,2008-09-29,0,0,"Minutes: See end of minutes of October 28/29 meeting",NA
2008-10-07,2008-10-07,0,0,"Statement","/newsevents/press/monetary/20081008a.htm"
2008-10-28,2008-10-29,0,1,"Statement","/newsevents/press/monetary/20081029a.htm"
2008-12-15,2008-12-16,0,1,"Statement","/newsevents/press/monetary/20081216b.htm"
2009-01-16,2009-01-16,0,0,"Minutes: See end of minutes of January 27/28 meeting",NA
2009-01-27,2009-01-28,0,1,"Statement","/newsevents/press/monetary/20090128a.htm"
2009-02-07,2009-02-07,0,0,"Minutes: See end of minutes of March 17/18 meeting",NA
2009-03-17,2009-03-18,0,1,"Statement","/newsevents/press/monetary/20090318a.htm"
2009-04-28,2009-04-29,0,1,"Statement","/newsevents/press/monetary/20090429a.htm"
2009-06-03,2009-06-03,0,0,"Minutes: See end of minutes of June 23/24 meeting",NA
2009-06-23,2009-06-24,0,1,"Statement","/newsevents/press/monetary/20090624a.htm"
2009-08-11,2009-08-12,0,1,"Statement","/newsevents/press/monetary/20090812a.htm"
2009-09-22,2009-09-23,0,1,"Statement","/newsevents/press/monetary/20090923a.htm"
2009-11-03,2009-11-04,0,1,"Statement","/newsevents/press/monetary/20091104a.htm"
2009-12-15,2009-12-16,0,1,"Statement","/newsevents/press/monetary/20091216a.htm"
2010-01-26,2010-01-27,0,1,"Statement","/newsevents/press/monetary/20100127a.htm"
2010-03-16,2010-03-16,0,1,"Statement","/newsevents/press/monetary/20100316a.htm"
2010-04-27,2010-04-28,0,1,"Statement","/newsevents/press/monetary/20100428a.htm"
2010-05-09,2010-05-09,0,0,"Statement","/newsevents/press/monetary/20100509a.htm"
2010-06-22,2010-06-23,0,1,"Statement","/newsevents/press/monetary/20100623a.htm"
2010-08-10,2010-08-10,0,1,"Statement","/newsevents/press/monetary/20100810a.htm"
2010-09-21,2010-09-21,0,1,"Statement","/newsevents/press/monetary/20100921a.htm"
2010-10-15,2010-10-15,0,0,NA,NA
2010-11-02,2010-11-03,0,1,"Statement","/newsevents/press/monetary/20101103a.htm"
2010-12-14,2010-12-14,0,1,"Statement","/newsevents/press/monetary/20101214a.htm"
2011-01-25,2011-01-26,0,1,"Statement","/newsevents/press/monetary/20110126a.htm"
2011-03-15,2011-03-15,0,1,"Statement","/newsevents/press/monetary/20110315a.htm"
2011-04-26,2011-04-27,0,1,"Statement","/newsevents/press/monetary/20110427a.htm"
2011-06-21,2011-06-22,0,1,"Statement","/newsevents/press/monetary/20110622a.htm"
2011-08-01,2011-08-01,0,0,NA,NA
2011-08-09,2011-08-09,0,1,"Statement","/newsevents/press/monetary/20110809a.htm"
2011-09-20,2011-09-21,0,1,"Statement","/newsevents/press/monetary/20110921a.htm"
2011-11-01,2011-11-02,0,1,"Statement","/newsevents/press/monetary/20111102a.htm"
2011-11-28,2011-11-28,0,0,NA,NA
2011-12-13,2011-12-13,0,1,"Statement","/newsevents/press/monetary/20111213a.htm"
2012-01-24,2012-01-25,1,1,"Statement","/newsevents/press/monetary/20120125a.htm"
2012-03-13,2012-03-13,0,1,"Statement","/newsevents/press/monetary/20120313a.htm"
2012-04-24,2012-04-25,1,1,"Statement","/newsevents/press/monetary/20120425a.htm"
2012-06-19,2012-06-20,1,1,"Statement","/newsevents/press/monetary/20120620a.htm"
2012-07-31,2012-08-01,0,1,"Statement","/newsevents/press/monetary/20120801a.htm"
2012-09-12,2012-09-13,1,1,"Statement","/newsevents/press/monetary/20120913a.htm"
2012-10-23,2012-10-24,0,1,"Statement","/newsevents/press/monetary/20121024a.htm"
2012-12-11,2012-12-12,1,1,"Statement","/newsevents/press/monetary/20121212a.htm"
2013-01-29,2013-01-30,0,1,"Statement","/newsevents/press/monetary/20130130a.htm"
2013-03-19,2013-03-20,1,1,"Statement","/newsevents/press/monetary/20130320a.htm"
2013-04-30,2013-05-01,0,1,"Statement","/newsevents/press/monetary/20130501a.htm"
2013-06-18,2013-06-19,1,1,"Statement","/newsevents/press/monetary/20130619a.htm"
2013-07-30,2013-07-31,0,1,"Statement","/newsevents/press/monetary/20130731a.htm"
2013-09-17,2013-09-18,1,1,"Statement","/newsevents/press/monetary/20130918a.htm"
2013-10-16,2013-10-16,0,0,NA,NA
2013-10-29,2013-10-30,0,1,"Statement","/newsevents/press/monetary/20131030a.htm"
2013-12-17,2013-12-18,1,1,"Statement","/newsevents/press/monetary/20131218a.htm"
2014-01-28,2014-01-29,0,1,"Statement","/newsevents/press/monetary/20140129a.htm"
2014-03-04,2014-03-04,0,0,NA,NA
2014-03-18,2014-03-19,1,1,"Statement","/newsevents/press/monetary/20140319a.htm"
2014-04-29,2014-04-30,0,1,"Statement","/newsevents/press/monetary/20140430a.htm"
2014-06-17,2014-06-18,1,1,"Statement","/newsevents/press/monetary/20140618a.htm"
2014-07-29,2014-07-30,0,1,"Statement","/newsevents/press/monetary/20140730a.htm"
2014-09-16,2014-09-17,1,1,"Statement","/newsevents/press/monetary/20140917a.htm"
2014-10-28,2014-10-29,0,1,"Statement","/newsevents/press/monetary/20141029a.htm"
2014-12-16,2014-12-17,1,1,"Statement","/newsevents/press/monetary/20141217a.htm"
2015-01-27,2015-01-28,0,1,"Statement","/newsevents/press/monetary/20150128a.htm"
2015-03-17,2015-03-18,1,1,NA,NA
2015-04-28,2015-04-29,0,1,NA,NA
2015-06-16,2015-06-17,1,1,NA,NA
2015-07-28,2015-07-29,0,1,NA,NA
2015-09-16,2015-09-17,1,1,NA,NA
2015-10-27,2015-10-28,0,1,NA,NA
2015-12-15,2015-12-16,1,1,NA,NA
